label,text
FAKE,Did Republic TV Use A Wrong Pic? Are Airlines Offering Free Tickets? Are Orange Passports For Everyone?  Watch episode-17 of Fact Vs Fiction where Suyash Barve & Jency Jacob discuss the fake news stor
REAL,"Assam employment numbers highest in NE  GUWAHATI: Employment exchanges have failed to create jobs in most northeastern states, Centre’s data presented in the Lok Sabha on Saturday revealed. In a writt"
REAL,"NEW DELHI: The finance ministry on Saturday informed the Lok Sabha that no decision has been taken to discontinue the printing of Rs 2,000 denomination currency notes.In a written reply, minister of s"
FAKE,"A video of a protest march by Lucknow’s King George’s Medical University (KGMU) students in support of the ongoing doctors' strike in West Bengal is viral on social media with false claims. The video,"
FAKE,"An image of a young child joining her hands as a gesture of respect to a photo of Colonel Santosh Babu, who was killed in action during the recent India-China border clash in Ladakh, has gone viral wi"
FAKE,"Soon after news broke about veteran actor Rishi Kapoor's death, hoax messages of actor Naseeruddin Shah being hospitalised started doing the rounds on social media on Friday.  The actor's son Vivaan S"
REAL,"NEW DELHI: India's total external debt increased by 2.8 per cent to $558.5 billion at the end of March mainly on account of a rise in commercial borrowings, according to a report released by the finan"
REAL,SHOPIAN: Hideouts in higher reaches and seeking refuge in local houses are a thing of the past as terrorists in Kashmir valley now dig underground bunkers in dense orchards and even in seasonal stream
FAKE,"An old video from Bangladesh showing a group of Muslim men rioting has gone viral with a false claim that the clip is from West Bengal.  A caption with the viral post reads, ""Muslims driving Hindus ou"
REAL,"NEW DELHI: Hong Kong has again asked Air India not to operate flights there for two weeks starting Sunday (September 20). Like the first suspension last month , this time also the reason is significan"
REAL,Dubai (UAE): Ahead of the opening clash against Royal Challengers Bangalore Sunrisers Hyderabad (SRH) skipper David Warner said that 'moving from one bio-bubble to another is quite a challenge'. The o
FAKE,Right-wing website Swarajya put out a misleading article with false claims of Chhapaak filmmakers changing the name of the acid attacker in the film to hide his Muslim identity.  Produced by Deepika P
FAKE,A 2013 image of a security officer pointing gun at a villager from Meerut is being widely shared as that of a farmer being attacked by police in the recent protests held in Delhi.  The image is being 
FAKE,A viral video clip in which a Muslim woman protester at Lucknow's Ghanta Ghar (clock tower) appears to admit telling a reporter that women are being lured with 500 rupees and Biryani to participate in
REAL,"NEW DELHI: Companies having not less than 300 workers will soon be allowed to hire and fire workers without seeking prior government permission, with the labour ministry proposing changes to rules in "
REAL,"No significant mutation of Coronavirus in India, says Harsh Vardhan No significant or drastic mutation in strains of SARS-CoV-2 has been found in India till now, Union minister Harsh Vardhan said on S"
FAKE,"A doctored screenshot of a Hindustan Times article is doing the rounds of the internet, where Home Minister Amit Shah purportedly speaks of changing the demographics of Kashmir, so that it is no more "
REAL,SHOPIAN: Hideouts in higher reaches and seeking refuge in local houses are a thing of the past as terrorists in Kashmir valley now dig underground bunkers in dense orchards and even in seasonal stream
FAKE,A video with the caption 'केरल में RSS समर्थक हिन्दू महिला को मुस्लिमों ने गोली मारी...!!’ is going viral on social media claiming it is a ‘gory murder of a BJP lady supporter from Kerala by Commie/ J
FAKE,"Over the last few days, a hashtag #JackSparrowIsKrishna trended on Twitter and Facebook. This hashtag originated from Indian media reports which said the fictional character Captain Jack Sparrow of Di"
REAL,"Don’t need Twitter to explain what @anuragkashyap72 means to many of us. As a woman, am here to share my journey… https://t.co/Fb7IRVaPLj — Guneet Monga (@guneetm) 1600604086000  Read Also  Filmmaker "
FAKE,"CLAIM: RBI has issued a circular saying do not receive Rs. 2000 notes with 2AQ, 8AC series  RATING: Fake  FACT: No such circular has been issued by the RBI in recent time. In 2009 the central bank iss"
FAKE,"A video claiming to be from a mall in Dubai has gone viral on social media in India. The text with it reads, 'Dubai Mall because of a mobile explosion in the owner's pocket.'  The 58-second video show"
FAKE,"A video claiming to show Delhi Chief Minister Arvind Kejriwal admitting on camera that he and his family have been members of the Rashtriya Swayamsevak Sangh (RSS), is false and has been maliciously c"
REAL,SACH is LIFE | ft. Sachin TENDULKAR & Aakash CHOPRA | SPECIAL Interview | Part 1  1 / 10 IPL 2020 Match 1: Mumbai Indians vs Chennai Super Kings Previous Next Show Captions <p>Mumbai Indians and Chenn
FAKE,"A video of a customer losing his cool at a bakery manager in Karachi, Pakistan, is being shared with a false caption that claims the incident took place at Pista House bakery in Hyderabad, India.  Pis"
FAKE,Images of a 2014 murder incident is being shared on social media with the claim that women are not safe in Uttar Pradesh under the Yogi Adityanath government.  A Facebook page named Yaha Sab Kuch Milt
REAL,"Read Also  Read Also  In the latest episode of Naagin 5 , Veer gets mad at Bani for killing his twin brother. Bani tells him she killed the twin thinking he is Veer, who killed Jay. Veer decides to se"
FAKE,"An article by Press Trust of India which claimed kite flying being banned in Hyderabad at the time of Sankranti, went viral, with other news outlets and online groups sharing it. The Police Commission"
FAKE,"An old photograph of Manoj Tiwari, Delhi Bharatiya Janata Party MP posing with Ahmed Bukhari, Shahi Imam of Delhi's Jama Masjid is being shared as recent.  The photo has been revived with Delhi all se"
FAKE,"Here's a round-up of this week's News You Almost Believed.  Divya Spandana, the Congress party's digital and social communications head tweeted a misleading video clip from a nearly two decade old int"
REAL,"NEW DELHI: Seven of the top 10 most valued domestic companies saw a combined erosion of Rs 59,259.58 crore in their market valuation last week , with Hindustan Unilever , HDFC Bank and Kotak Mahindra "
FAKE,"An image of Prime Minister Narendra Modi wearing an Arabic Emirati headgear on his arrival in Riyadh is viral on social media. In the image, the prime minister can be seen sporting the headgear, known"
REAL,"Read Also  Be it winning hearts or winning the trophy, it’s not that easy when you are in Bigg Boss house. Trophy winners Sidharth Shukla and Gauahar Khan along with Sher Khan aka Hina Khan feature in"
REAL,"NEW DELHI: Hong Kong has again asked Air India not to operate flights there for two weeks starting Sunday (September 20). Like the first suspension last month , this time also the reason is significan"
FAKE,Heavy rains have brought Mumbai to a standstill and given an opportunity to the fake news brigade to spread misinformation. A video of a blaze at a building in Girgaum that took place on June 24th is 
REAL,Highest IPL score in Dubai  Milestones to watch out for:  Preview  Leaving things to chance is not what #CaptainPunjab does... he creates chances! 💪🏻#SaddaPunjab #Dream11IPL… https://t.co/2hJH7DXcWb —
REAL,"NEW DELHI: India's total external debt increased by 2.8 per cent to $558.5 billion at the end of March mainly on account of a rise in commercial borrowings, according to a report released by the finan"
REAL,"ROME: Novak Djokovic knows it isn't model behavior when he loses his cool on the tennis court.Yet he just can't help himself.Exactly two weeks after he was defaulted from the US Open , and a day after"
REAL,"Payal has accused filmmaker Anurag Kashyap of behaving inappropriately with her in a video that went viral. She maintained her stance while speaking to ETimes and said, “I have wanted to speak about t"
FAKE,"A story claiming Barack and Michelle Obama have filed for a divorce after the former US President admitted to being gay, is fake and stems from a satire website.    Satire site Empire News published a"
